variables,runtime
39285,2.289090
39285,2.634290
39285,2.325939
39285,2.979035
39285,2.491145
39285,2.811429
39285,2.575743
39285,2.460070
39285,2.165619
39285,2.451347
39285,2.302413
39285,2.189384
39285,2.342441
39285,2.199130
39285,2.458450
39285,2.163069
39285,2.175313
39285,2.275915
39285,2.613091
39285,2.711201
39285,2.370695
39285,2.798427
39285,2.436335
39285,2.505038
39285,2.436057
39285,2.363645
7625,0.537462
7625,0.419877
7625,0.401849
7625,0.502795
7625,0.534685
7625,0.455948
7625,0.538507
7625,0.471636
7625,0.442204
7625,0.485118
7625,0.441045
7625,0.520658
7625,0.459769
7625,0.500839
7625,0.453218
7625,0.464994
7625,0.411049
7625,0.441330
7625,0.404771
7625,0.501534
7625,0.476928
7625,0.410784
7625,0.481452
7625,0.524513
7625,0.413744
7625,0.444791
7625,0.398668
7625,0.448338
7625,0.436039
7625,0.436720
32073,3.196187
32073,3.454930
32073,2.842915
32073,3.897299
32073,2.971428
32073,3.498934
32073,2.890229
32073,3.155157
32073,3.296988
32073,3.586031
32073,3.663349
32073,3.105823
32073,3.712821
32073,3.083666
32073,2.908414
32073,3.624033
32073,3.855890
32073,2.737162
32073,2.913739
32073,3.483440
32073,2.701793
32073,2.929277
32073,3.483615
32073,3.025203
32073,3.299118
32073,3.561916
32073,2.976859
32073,2.912414
32073,3.295944
32073,3.333939
8019,0.288718
8019,0.306276
8019,0.476114
8019,0.447720
8019,0.382154
8019,0.372470
8019,0.318926
8019,0.305549
8019,0.312677
8019,0.303572
8019,0.377642
8019,0.352040
8019,0.299730
8019,0.287126
8019,0.281719
8019,0.337075
8019,0.339029
8019,0.290409
8019,0.325817
8019,0.299267
8019,0.286051
8019,0.357214
8019,0.394403
8019,0.342406
8019,0.348805
8019,0.442445
8019,0.379699
8019,0.387899
8019,0.374781
8019,0.365940
38197,4.541984
38197,2.781053
38197,2.843967
38197,4.432172
38197,2.615340
38197,2.748855
38197,4.618250
38197,2.715308
38197,2.754198
38197,2.905454
38197,2.903112
38197,4.309851
38197,2.905560
38197,2.958190
38197,2.944539
38197,2.907562
38197,3.161252
38197,3.136891
38197,3.754252
38197,3.163483
38197,3.373888
38197,3.416599
38197,4.187295
38197,3.026772
38197,2.774039
38197,4.065449
38197,3.681323
38197,3.190521
38197,3.021795
38197,3.336006
19983,1.865400
19983,1.512103
19983,1.492837
19983,1.580594
19983,1.445995
19983,1.314850
19983,1.980737
19983,1.875349
19983,1.299126
19983,1.443301
19983,1.453947
19983,1.506378
19983,1.420001
19983,1.743376
19983,1.531847
19983,1.379976
19983,1.446087
19983,1.340418
19983,1.386694
19983,1.332679
19983,1.651860
19983,1.388942
19983,1.570515
19983,1.523068
19983,1.515346
19983,1.233537
19983,1.309092
19983,1.273605
19983,1.250549
19983,1.346434
42485,3.568738
42485,3.498721
42485,3.369517
42485,4.239508
42485,3.824805
42485,3.431678
42485,4.081072
42485,3.732237
42485,3.633957
42485,4.514120
42485,4.200465
42485,3.166193
42485,3.092179
42485,2.939762
42485,3.227236
42485,3.346256
42485,3.106259
42485,4.088162
42485,3.099795
42485,3.348876
42485,3.750408
42485,3.037089
42485,3.929955
42485,3.978466
42485,3.206994
