variables,runtime
7768,0.392019
7768,0.366552
7768,0.399550
7768,0.504072
7768,0.306320
7768,0.289833
7768,0.298853
7768,0.459278
7768,0.299367
7768,0.291929
7768,0.298624
7768,0.308889
7768,0.316032
7768,0.412558
7768,0.376847
7768,0.600182
7768,0.399089
7768,0.392825
7768,0.617558
7768,0.390388
7768,0.403578
7768,0.398810
7768,0.358462
7768,0.485804
7768,0.344371
7768,0.341544
36385,2.599246
36385,3.399807
36385,2.663337
36385,2.342069
36385,2.440524
36385,2.863456
36385,2.634338
36385,2.533087
36385,2.736842
36385,3.228586
36385,3.272592
36385,3.135480
36385,2.257495
36385,2.316779
36385,2.398761
36385,2.368118
36385,2.572975
36385,2.347294
36385,2.355105
36385,2.584366
36385,3.350037
36385,3.729165
36385,3.521153
36385,3.072871
36385,2.270772
36385,2.271560
36385,2.160316
36385,2.315741
36385,2.211093
36385,2.218825
8131,0.396040
8131,0.545213
8131,0.668553
8131,0.653604
8131,0.411147
8131,0.424421
8131,0.485674
8131,0.497929
8131,0.623673
8131,0.645224
8131,0.466469
8131,0.619784
8131,0.571870
8131,0.458595
8131,0.466035
8131,0.466200
8131,0.466990
8131,0.468367
8131,0.464833
8131,0.440411
8131,0.457491
8131,0.618077
8131,0.403410
8131,0.652094
8131,0.413175
8131,0.420917
8131,0.417250
8131,0.632886
8131,0.577081
8131,0.424262
29845,2.457699
29845,2.656664
29845,2.247480
29845,3.054119
29845,2.769634
29845,2.536232
29845,2.849519
29845,2.350888
29845,2.487603
29845,3.588535
29845,2.724122
29845,2.955635
29845,2.136834
29845,2.386734
29845,2.423248
29845,2.370659
29845,2.382755
29845,3.390668
29845,3.290165
29845,2.506444
29845,3.025067
29845,2.427501
29845,2.511059
29845,3.583397
29845,2.426595
29845,2.401946
29845,2.690827
29845,2.614195
29845,2.659387
29845,2.280426
4765,0.561872
4765,0.680284
4765,0.604076
4765,0.402619
4765,0.549250
4765,0.353896
4765,0.565705
4765,0.547554
4765,0.325903
4765,0.365600
4765,0.377031
4765,0.373170
4765,0.487157
4765,0.381716
4765,0.513165
4765,0.455912
4765,0.397907
4765,0.380496
4765,0.390126
4765,0.387733
4765,0.390428
4765,0.360507
4765,0.362359
4765,0.370029
4765,0.455320
4765,0.637079
4765,0.506495
4765,0.331905
4765,0.541460
4765,0.346083
35288,3.899980
35288,4.824188
35288,5.059270
35288,5.484763
35288,4.325817
35288,4.361731
35288,7.238273
35288,4.170909
35288,4.287834
35288,5.686319
35288,6.940154
35288,6.091059
35288,5.428735
35288,4.806396
35288,4.109191
35288,7.376889
35288,5.184453
35288,4.886779
35288,4.452498
35288,6.618552
35288,5.405347
35288,6.232803
35288,3.873324
35288,6.058596
35288,4.803778
35288,7.023640
35288,6.714903
35288,5.020314
35288,3.958716
35288,4.053798
21253,11.107252
21253,8.370414
21253,7.862129
21253,7.829190
21253,7.860073
21253,7.962438
21253,12.850647
21253,11.643641
21253,7.789379
21253,7.783748
21253,7.881569
21253,13.055583
21253,13.207380
21253,8.181490
21253,8.439266
21253,8.407710
21253,8.951449
21253,9.090278
21253,8.599867
21253,8.804978
21253,10.484668
21253,9.887181
21253,9.418682
21253,8.549909
21253,8.401112
21253,8.193931
21253,10.892320
21253,8.396726
21253,9.344488
21253,10.224660
34115,14.145442
34115,20.791259
34115,21.557601
34115,15.790578
34115,15.748320
34115,25.152818
34115,13.164028
34115,15.797113
34115,16.930697
34115,12.883778
34115,15.199011
34115,17.354228
34115,20.369611
34115,16.563186
34115,16.248527
34115,18.143576
34115,16.686947
34115,18.995466
34115,25.152854
34115,15.846971
34115,17.103512
34115,22.782279
34115,17.080027
34115,21.255918
34115,17.270354
34115,14.838161
34115,20.863258
34115,19.583248
34115,19.509153
34115,18.761443
7625,0.446103
7625,0.469074
7625,0.491890
7625,0.473176
7625,0.498560
7625,0.444660
7625,0.682471
7625,0.504045
7625,0.437082
7625,0.709169
7625,0.420089
7625,0.570775
7625,0.468407
7625,0.711652
7625,0.689537
7625,0.659156
7625,0.856268
7625,0.651542
7625,0.750332
7625,0.506858
7625,0.613205
7625,0.677097
7625,0.507205
7625,0.496550
7625,0.526175
7625,0.493007
7625,0.689176
7625,0.677798
7625,0.475752
7625,0.477012
25820,5.207312
25820,4.841175
25820,3.600374
25820,6.766674
25820,4.505104
25820,4.446249
25820,3.595521
25820,3.721617
25820,3.921577
25820,4.652822
25820,4.592789
25820,6.259303
25820,4.257630
25820,3.910710
25820,6.097961
25820,3.607034
25820,5.396776
25820,5.067203
25820,3.947619
25820,5.042039
25820,4.246840
25820,5.268600
25820,5.770798
25820,4.420470
25820,4.695642
25820,4.624846
25820,4.030891
25820,3.991457
25820,5.496559
25820,4.276048
7877,0.389391
7877,0.451963
7877,0.419899
7877,0.388881
7877,0.565251
7877,0.545545
7877,0.442790
7877,0.359585
7877,0.374755
7877,0.562989
7877,0.510059
7877,0.452068
7877,0.403953
7877,0.383198
7877,0.525833
7877,0.408790
7877,0.434500
7877,0.398763
7877,0.399464
7877,0.407950
7877,0.466826
7877,0.422405
7877,0.433885
7877,0.422380
7877,0.414862
7877,0.438280
7877,0.529660
7877,0.376094
7877,0.350673
7877,0.382277
30943,2.160666
30943,3.006430
30943,3.024441
30943,2.120089
30943,2.211519
30943,2.952049
30943,2.299643
30943,2.224177
30943,2.353801
30943,2.160035
30943,2.214302
30943,2.869464
30943,2.214429
30943,2.243647
30943,2.139204
30943,2.178943
30943,2.252019
30943,2.225394
30943,2.128514
30943,2.437856
30943,2.903339
30943,2.931743
30943,3.233976
30943,2.052531
30943,2.070899
30943,1.940181
30943,2.056478
30943,2.976116
30943,1.925906
30943,2.083857
19983,14.362491
19983,11.645406
19983,9.702672
19983,14.030982
19983,10.074360
19983,10.220434
19983,12.026771
19983,10.075597
19983,9.861561
19983,10.100689
19983,9.700423
19983,13.913657
19983,11.755666
19983,10.190279
19983,10.253281
19983,10.511007
19983,11.251645
19983,10.371142
19983,10.770101
19983,12.814693
19983,10.064222
19983,10.348930
19983,14.367574
19983,13.770995
19983,9.978407
19983,10.090452
19983,10.071748
19983,10.254985
19983,10.300666
19983,18.038331
36663,32.951303
36663,25.356728
36663,32.274556
36663,43.671040
36663,49.475974
36663,39.583853
36663,27.193303
36663,32.108683
36663,33.903227
36663,35.241700
36663,29.207848
36663,33.584750
36663,36.771632
36663,29.334103
36663,41.692810
36663,34.788478
36663,32.842874
36663,45.798222
36663,28.360925
36663,35.943572
36663,38.496952
36663,35.068474
36663,45.872535
36663,36.395153
36663,28.482258
36663,29.815701
36663,29.981922
36663,36.173961
36663,34.008184
36663,27.046658
6997,0.832901
6997,1.263754
6997,0.943986
6997,0.864008
6997,1.394233
6997,0.876245
6997,0.920680
6997,0.937748
6997,1.350112
6997,0.911178
6997,1.029054
6997,1.001069
6997,0.933937
6997,0.911706
6997,0.901910
6997,2.095233
6997,0.852682
6997,0.797955
6997,0.773497
6997,0.809189
6997,0.818986
6997,1.014412
6997,1.455393
6997,0.934120
6997,0.847701
6997,0.861660
6997,0.842501
6997,0.861759
6997,0.883049
6997,1.614505
30070,11.868456
30070,13.316442
30070,13.855318
30070,10.039341
30070,12.305814
30070,13.688964
30070,13.045829
30070,9.530020
30070,8.036419
30070,11.193686
30070,7.125492
30070,13.099684
30070,11.032610
30070,12.915567
30070,20.145175
30070,10.840753
30070,10.205302
30070,14.298885
30070,10.328911
30070,9.128520
30070,9.367181
30070,9.415662
30070,8.615070
30070,8.609014
30070,9.187984
30070,9.768253
30070,7.863439
30070,10.187863
30070,13.715671
30070,15.059383
8439,0.436334
8439,0.698219
8439,0.421291
8439,0.468820
8439,0.757450
8439,0.451397
8439,0.406478
8439,0.499201
8439,0.499686
8439,0.451298
8439,0.460866
8439,0.611125
8439,0.671046
8439,0.482425
8439,0.446719
8439,0.422102
8439,0.434126
8439,0.675293
8439,0.451786
8439,0.443595
8439,0.461765
8439,0.508441
8439,0.451980
8439,0.746097
8439,0.478350
8439,0.425004
8439,0.408809
8439,0.472539
8439,0.438986
8439,0.601223
28933,2.947139
28933,2.772224
28933,3.346850
28933,4.343275
28933,2.610542
28933,3.916853
28933,2.353247
28933,4.185778
28933,2.614396
28933,3.303139
28933,2.706984
28933,2.374736
28933,3.026885
28933,3.222949
28933,2.864696
28933,2.804333
28933,2.108660
28933,5.392421
28933,2.238571
28933,3.801913
28933,2.292033
28933,3.794107
28933,2.300501
28933,3.314409
28933,2.510022
28933,3.247353
28933,3.072797
28933,2.700204
28933,2.310865
28933,2.438531
6530,0.311259
6530,0.209318
6530,0.206632
6530,0.436589
6530,0.204631
6530,0.198706
6530,0.195739
6530,0.237691
6530,0.217963
6530,0.228190
6530,0.233744
6530,0.212815
6530,0.215217
6530,0.260307
6530,0.201823
6530,0.276065
6530,0.208078
6530,0.214546
6530,0.326137
6530,0.215119
6530,0.219453
6530,0.187316
6530,0.199387
6530,0.354698
6530,0.303701
6530,0.198549
6530,0.229955
6530,0.211327
6530,0.201745
6530,0.203612
25260,2.221979
25260,1.487403
25260,1.363272
25260,2.397334
25260,1.402847
25260,1.621404
25260,1.324637
25260,1.686216
25260,1.321032
25260,1.389301
25260,2.099794
25260,2.309147
25260,1.287857
25260,1.342295
25260,1.410684
25260,1.396619
25260,1.576218
25260,1.483253
25260,1.320508
25260,1.470617
25260,1.736766
25260,2.324877
25260,2.184072
25260,2.391723
25260,1.423922
25260,1.395902
25260,1.396899
25260,1.503067
25260,1.382799
25260,1.501107
6446,0.639056
6446,0.370709
6446,0.352527
6446,0.363686
6446,0.348267
6446,0.355638
6446,0.381605
6446,0.379333
6446,0.384572
6446,0.371155
6446,0.376065
6446,0.383294
6446,0.372984
6446,0.493199
6446,0.372198
6446,0.481147
6446,0.515175
6446,0.397010
6446,0.377600
6446,0.381680
6446,0.423540
6446,0.386367
6446,0.370815
6446,0.649342
6446,0.375953
6446,0.348732
6446,0.565853
6446,0.570369
6446,0.351093
6446,0.338330
29819,2.708057
29819,3.897653
29819,2.744043
29819,2.833998
29819,2.480609
29819,3.178804
29819,3.012435
29819,3.152874
29819,4.496096
29819,3.618355
29819,4.607864
29819,3.603731
29819,2.974011
29819,7.862320
29819,3.189876
29819,3.013980
29819,2.832098
29819,3.241887
29819,7.868598
29819,7.294373
29819,2.911170
29819,3.006284
29819,6.308954
29819,3.105285
29819,3.033726
29819,2.593810
29819,2.647228
29819,2.947049
29819,3.638495
29819,2.883729
17856,4.531155
17856,4.735368
17856,4.776368
17856,6.759397
17856,8.648739
17856,5.101594
17856,5.342667
17856,5.040621
17856,7.005581
17856,12.054620
17856,6.414119
17856,11.706846
17856,5.458956
17856,5.746640
17856,5.876508
17856,5.755467
17856,8.036928
17856,6.159714
17856,6.638383
17856,6.093906
17856,6.018642
17856,7.229360
17856,5.826045
17856,7.716502
17856,8.123984
17856,5.928703
17856,8.468784
17856,7.435016
17856,9.985503
17856,6.333571
27456,13.411371
27456,9.729086
27456,10.848975
27456,9.868538
27456,10.466661
27456,12.120283
27456,7.750212
27456,11.954633
27456,9.777836
27456,9.590984
27456,9.415426
27456,8.915184
27456,12.132315
27456,10.326719
27456,11.889169
27456,9.498615
27456,11.413714
27456,12.013659
27456,9.572137
27456,11.225865
27456,10.073865
27456,10.486787
27456,8.843042
27456,9.249872
27456,9.346884
27456,11.861682
27456,9.914072
27456,9.979604
27456,11.319528
27456,8.599243
9200,1.175217
9200,1.281943
9200,0.816135
9200,0.813610
9200,0.888459
9200,0.942348
9200,0.947093
9200,1.532075
9200,0.971236
9200,0.856665
9200,0.842968
9200,0.937372
9200,0.872871
9200,1.358546
9200,1.363169
9200,0.875307
9200,0.904988
9200,0.918548
9200,0.886769
9200,1.069097
9200,0.927194
9200,0.920393
9200,0.920060
9200,1.199646
9200,0.929748
9200,1.269495
9200,0.859245
9200,0.840211
9200,0.904842
9200,0.855983
33808,3.444069
33808,4.114582
33808,3.896835
33808,3.052108
33808,2.909248
33808,4.829385
33808,3.185513
33808,3.264760
33808,3.070019
33808,3.856415
33808,3.257516
33808,3.756759
33808,4.340726
33808,3.643652
33808,3.044838
33808,4.526739
33808,3.263855
33808,2.865804
33808,3.068161
33808,3.231539
33808,3.710604
33808,2.799635
33808,4.238450
33808,4.321886
33808,3.683505
33808,4.281306
33808,4.320968
33808,3.123878
33808,3.314682
33808,4.486713
8196,1.115417
8196,0.859966
8196,0.889902
8196,0.864630
8196,0.845068
8196,0.839665
8196,1.283885
8196,0.743066
8196,0.759700
8196,0.752178
8196,0.792495
8196,0.839273
8196,0.809075
8196,0.775025
8196,1.372064
8196,0.757352
8196,0.760129
8196,1.232079
8196,0.726827
8196,1.032891
8196,1.016592
8196,0.727294
8196,0.729417
8196,0.732128
8196,0.752786
8196,0.774214
8196,0.813063
8196,0.779547
8196,0.772877
8196,1.142930
32932,3.798158
32932,5.075598
32932,5.861733
32932,3.335660
32932,5.876157
32932,5.696041
32932,3.775451
32932,4.165645
32932,3.789056
32932,4.174832
32932,4.155768
32932,6.048008
32932,3.521749
32932,3.193815
32932,3.757302
32932,3.686732
32932,3.534258
32932,3.550764
32932,4.674210
32932,4.319380
32932,5.315949
32932,3.956390
32932,5.831292
32932,4.184192
32932,3.753444
32932,5.480991
32932,3.719248
32932,3.963650
32932,4.385577
32932,3.897825
11396,2.100949
11396,2.211350
11396,2.258939
11396,3.440507
11396,2.116641
11396,3.335515
11396,2.169131
11396,2.291159
11396,2.229418
11396,2.274445
11396,3.432928
11396,2.233633
11396,2.766826
11396,2.586663
11396,2.170028
11396,2.278791
11396,2.164440
11396,2.176214
11396,2.211001
11396,2.175944
11396,2.254869
11396,3.200533
11396,3.126428
11396,3.303252
11396,2.258246
11396,2.320700
11396,3.247656
11396,2.260887
11396,2.270420
11396,2.148825
32834,10.419131
32834,11.371060
32834,10.093912
32834,11.362384
32834,10.888076
32834,15.227998
32834,12.729616
32834,11.982088
32834,13.542626
32834,11.096285
32834,15.692790
32834,10.734751
32834,16.334191
32834,11.558318
32834,11.987405
32834,13.848107
32834,13.595144
32834,13.120631
32834,11.702494
32834,12.168407
32834,10.610224
32834,12.739188
32834,11.536371
32834,16.353194
32834,11.285710
32834,11.964469
32834,9.680036
32834,9.902464
32834,9.410701
32834,14.496085
10976,1.154090
10976,1.082866
10976,1.515350
10976,1.023663
10976,1.440063
10976,1.034145
10976,1.023375
10976,1.199003
10976,1.381469
10976,1.054325
10976,1.126528
10976,1.520276
10976,1.057690
10976,1.019325
10976,1.745262
10976,1.108428
10976,1.500665
10976,1.089560
10976,1.093783
10976,1.042913
10976,1.529152
10976,1.074914
10976,1.146706
10976,1.083492
10976,1.529767
10976,1.148116
10976,1.095948
10976,1.074405
10976,0.998964
10976,1.015040
32804,5.141671
32804,4.484329
32804,3.631670
32804,3.641514
32804,3.103161
32804,4.766990
32804,5.009292
32804,3.885822
32804,4.829344
32804,3.843947
32804,5.781681
32804,4.105214
32804,3.979329
32804,3.621532
32804,3.791432
32804,5.466701
32804,3.557397
32804,6.276628
32804,3.030183
32804,5.120581
32804,3.638951
32804,4.631553
32804,3.851379
32804,3.572503
32804,4.427948
32804,4.183615
32804,4.079021
32804,4.036779
32804,3.498838
32804,4.751051
22288,5.234073
22288,3.893184
22288,3.843063
22288,4.852127
22288,4.618589
22288,3.672265
22288,3.728711
22288,3.748087
22288,5.369221
22288,4.665956
22288,3.719641
22288,3.924438
22288,3.719449
22288,4.637272
22288,3.716628
22288,5.350703
22288,3.628069
22288,3.761888
22288,5.334823
22288,3.601187
22288,5.379336
22288,3.702489
22288,5.210902
22288,3.895206
22288,3.707955
22288,3.763850
22288,3.631292
22288,3.635123
22288,4.135241
22288,3.741811
45116,15.000161
45116,12.719627
45116,15.721531
45116,11.479343
45116,12.008101
45116,10.611115
45116,16.536067
45116,11.732855
45116,10.675755
45116,9.752491
45116,9.834069
45116,13.183931
45116,10.518260
45116,12.261475
45116,12.058926
45116,15.625231
45116,9.350324
45116,14.051026
45116,12.014106
45116,10.170453
45116,14.362456
45116,10.047215
45116,13.578351
45116,14.339289
45116,15.371486
45116,11.215950
45116,9.018825
45116,10.845243
45116,13.462866
45116,8.067718
4182,0.133253
4182,0.138373
4182,0.124367
4182,0.126073
4182,0.133377
4182,0.124884
4182,0.214511
4182,0.141924
4182,0.131577
4182,0.143741
4182,0.256835
4182,0.146470
4182,0.127766
4182,0.156072
4182,0.270983
4182,0.189823
4182,0.161644
4182,0.140224
4182,0.134399
4182,0.162453
4182,0.122865
4182,0.117324
4182,0.133771
4182,0.211788
4182,0.125001
4182,0.125120
4182,0.133867
4182,0.145020
4182,0.134101
4182,0.199250
24071,1.158675
24071,1.027036
24071,1.059274
24071,1.214894
24071,1.094821
24071,1.229230
24071,0.991853
24071,1.087826
24071,0.996138
24071,0.922200
24071,0.925223
24071,1.005906
24071,1.299291
24071,1.016503
24071,0.951048
24071,0.940932
24071,1.196900
24071,1.024285
24071,0.866846
24071,0.880448
24071,0.906602
24071,0.913571
24071,1.232534
24071,0.875499
24071,0.943948
24071,0.883009
24071,1.006613
24071,0.987397
24071,0.921080
24071,1.152508
4442,0.126036
4442,0.086244
4442,0.080518
4442,0.076617
4442,0.067692
4442,0.068594
4442,0.089292
4442,0.089310
4442,0.072904
4442,0.069963
4442,0.067350
4442,0.069329
4442,0.093090
4442,0.064604
4442,0.068016
4442,0.069100
4442,0.065188
4442,0.087587
4442,0.061500
4442,0.065889
4442,0.064356
4442,0.064501
4442,0.065223
4442,0.090397
4442,0.064737
4442,0.070899
4442,0.067766
4442,0.066071
4442,0.082238
4442,0.069876
38646,1.692205
38646,2.171391
38646,1.660032
38646,1.862870
38646,2.355070
38646,1.965565
38646,1.749661
38646,1.818177
38646,1.865202
38646,2.315515
38646,1.670803
38646,1.744991
38646,1.697362
38646,1.782260
38646,1.684455
38646,2.117596
38646,1.884903
38646,1.733815
38646,1.797032
38646,1.747473
38646,2.086640
38646,2.009776
38646,1.691250
38646,1.646396
38646,1.648248
38646,1.738871
38646,1.777851
38646,1.899466
38646,1.787739
38646,2.303169
6244,0.253768
6244,0.314860
6244,0.326659
6244,0.360125
6244,0.299323
6244,0.386700
6244,0.337485
6244,0.267999
6244,0.364841
6244,0.275670
6244,0.268634
6244,0.273283
6244,0.335695
6244,0.328209
6244,0.265471
6244,0.265067
6244,0.260835
6244,0.265456
6244,0.387661
6244,0.264332
6244,0.290989
6244,0.289994
6244,0.357045
6244,0.309326
6244,0.300567
6244,0.362190
6244,0.305456
6244,0.303335
6244,0.290868
6244,0.256477
32214,1.882264
32214,2.548879
32214,1.986744
32214,1.940115
32214,2.120577
32214,1.898740
32214,2.322643
32214,2.121798
32214,2.033810
32214,2.081387
32214,1.897319
32214,2.405101
32214,1.856047
32214,2.199964
32214,2.233301
32214,2.293736
32214,1.911892
32214,2.022848
32214,2.085790
32214,1.922856
32214,2.017193
32214,2.300461
32214,2.382427
32214,2.160396
32214,2.034403
32214,2.072301
32214,1.871417
32214,2.186677
32214,2.022345
32214,2.206649
3066,0.102963
3066,0.103042
3066,0.115270
3066,0.090857
3066,0.108651
3066,0.088387
3066,0.110765
3066,0.089047
3066,0.109132
3066,0.082191
3066,0.095422
3066,0.095402
3066,0.093684
3066,0.102352
3066,0.112043
3066,0.090373
3066,0.110708
3066,0.098206
3066,0.127394
3066,0.091840
3066,0.124504
3066,0.117850
3066,0.113457
3066,0.095237
3066,0.094517
3066,0.094657
3066,0.111383
3066,0.110021
3066,0.098352
3066,0.109391
30299,2.309295
30299,1.894946
30299,1.817461
30299,2.223364
30299,2.289629
30299,2.214745
30299,1.885263
30299,1.701878
30299,1.849548
30299,2.010336
30299,1.557972
30299,1.871209
30299,1.575684
30299,1.655347
30299,2.323024
30299,1.857365
30299,2.256089
30299,2.135514
30299,2.182276
30299,1.817112
30299,1.704996
30299,2.104187
30299,1.810175
30299,1.712480
30299,1.885923
30299,2.032408
30299,1.758455
30299,2.277630
30299,1.657843
30299,1.975746
2192,0.096489
2192,0.085794
2192,0.068769
2192,0.071578
2192,0.076730
2192,0.070562
2192,0.069113
2192,0.067613
2192,0.069253
2192,0.068132
2192,0.077216
2192,0.069979
2192,0.068783
2192,0.072073
2192,0.077845
2192,0.076811
2192,0.074233
2192,0.075171
2192,0.067040
2192,0.068122
2192,0.100303
2192,0.067719
2192,0.067758
2192,0.069617
2192,0.073206
2192,0.072608
2192,0.072683
2192,0.073244
2192,0.096599
2192,0.073631
26241,1.224556
26241,1.426971
26241,1.217191
26241,1.234630
26241,1.120604
26241,1.491510
26241,1.177911
26241,1.115773
26241,1.087721
26241,1.220705
26241,1.156723
26241,1.309257
26241,1.256046
26241,1.309507
26241,1.095868
26241,1.260647
26241,1.146430
26241,1.358915
26241,1.079777
26241,1.374808
26241,1.351218
26241,1.141136
26241,1.087120
26241,1.093652
26241,1.182148
26241,1.219036
26241,1.283655
26241,1.341684
26241,1.201433
26241,1.120329
7708,0.977264
7708,0.775437
7708,0.799673
7708,0.773076
7708,0.806811
7708,0.987816
7708,0.776071
7708,0.759625
7708,0.777575
7708,0.771063
7708,0.760711
7708,0.986500
7708,0.925799
7708,0.926219
7708,0.788092
7708,0.888746
7708,0.801091
7708,0.831596
7708,0.871744
7708,0.889073
7708,0.902519
7708,0.870775
7708,1.087364
7708,1.134776
7708,1.245289
7708,1.256768
7708,0.981864
7708,1.235958
7708,0.926520
7708,0.968551
26131,2.486906
26131,2.879292
26131,2.425637
26131,2.863719
26131,3.546670
26131,2.948789
26131,3.138483
26131,3.092544
26131,3.387162
26131,2.835135
26131,3.337256
26131,3.343841
26131,2.760116
26131,2.564664
26131,2.704837
26131,2.266538
26131,2.556568
26131,2.709560
26131,2.981621
26131,2.774717
26131,3.262761
26131,2.993814
26131,2.778742
26131,3.206810
26131,2.507030
26131,2.545344
26131,3.299396
26131,2.789906
26131,2.321293
26131,2.686272
7731,0.413725
7731,0.413736
7731,0.473458
7731,0.412245
7731,0.423920
7731,0.394489
7731,0.434449
7731,0.615308
7731,0.435055
7731,0.575089
7731,0.458685
7731,0.488438
7731,0.475923
7731,0.439335
7731,0.428644
7731,0.431417
7731,0.491452
7731,0.410437
7731,0.405812
7731,0.492664
7731,0.386598
7731,0.519627
7731,0.413011
7731,0.420806
7731,0.418468
7731,0.437985
7731,0.413890
7731,0.504039
7731,0.557703
7731,0.421612
25169,2.768033
25169,3.423997
25169,4.089517
25169,3.086468
25169,3.937539
25169,3.880516
25169,3.960829
25169,3.946221
25169,3.886758
25169,3.783075
25169,2.886952
25169,4.405645
25169,3.415278
25169,2.846687
25169,2.755072
25169,3.154604
25169,3.208667
25169,3.969902
25169,3.065638
25169,2.902389
25169,4.981741
25169,5.209907
25169,4.228849
25169,5.395986
25169,3.486454
25169,2.516196
25169,2.691644
25169,3.139107
25169,3.586532
25169,3.011177
11767,2.728808
11767,4.171351
11767,2.855884
11767,2.979074
11767,4.136116
11767,3.959965
11767,2.909844
11767,2.881710
11767,2.982621
11767,2.879071
11767,4.547278
11767,3.154085
11767,2.877967
11767,4.003139
11767,2.818612
11767,4.096743
11767,2.695028
11767,4.529082
11767,2.946723
11767,3.029107
11767,3.101746
11767,3.274798
11767,2.950859
11767,3.235299
11767,3.268045
11767,4.365501
11767,3.904937
11767,2.666176
11767,2.623433
11767,3.313938
29550,7.468485
29550,8.670001
29550,14.957688
29550,9.248398
29550,11.687809
29550,9.717756
29550,10.580160
29550,9.257247
29550,9.855930
29550,11.521737
29550,10.385493
29550,12.948021
29550,9.340692
29550,10.049432
29550,9.671333
29550,9.781226
29550,8.269582
29550,8.498036
29550,8.350785
29550,10.315899
29550,8.247239
29550,6.041055
29550,7.127885
29550,9.026788
29550,7.607458
29550,8.371653
29550,7.927047
29550,6.508079
29550,8.772847
29550,6.695693
6734,0.433978
6734,0.343291
6734,0.321003
6734,0.443024
6734,0.269760
6734,0.293679
6734,0.291752
6734,0.340173
6734,0.376995
6734,0.338458
6734,0.524123
6734,0.356977
6734,0.307970
6734,0.304660
6734,0.286132
6734,0.351541
6734,0.238914
6734,0.407346
6734,0.247426
6734,0.290776
6734,0.300450
6734,0.296170
6734,0.308429
6734,0.350469
6734,0.360777
6734,0.286094
6734,0.350614
6734,0.303106
6734,0.269483
6734,0.260399
27550,2.078142
27550,2.276401
27550,2.609249
27550,2.073534
27550,1.724365
27550,1.602597
27550,1.976753
27550,1.485788
27550,1.556450
27550,2.186774
27550,1.556518
27550,1.866949
27550,1.690370
27550,1.657824
27550,1.800288
27550,2.028673
27550,1.823988
27550,2.252497
27550,1.663040
27550,1.683262
27550,2.521069
27550,1.764148
27550,1.809354
27550,1.805291
27550,1.748807
27550,2.076568
27550,2.234889
27550,1.632707
27550,1.989175
27550,1.912271
7801,0.792190
7801,0.959828
7801,0.916155
7801,0.729639
7801,0.703476
7801,0.733143
7801,0.751704
7801,0.868608
7801,0.885701
7801,0.679080
7801,0.707474
7801,0.653589
7801,0.886619
7801,0.684990
7801,0.889873
7801,0.676397
7801,0.729926
7801,0.895193
7801,0.692893
7801,0.745984
7801,0.845244
7801,0.685731
7801,0.721182
7801,0.944856
7801,0.698108
7801,0.817461
7801,0.913125
7801,0.933593
7801,0.736391
7801,0.666572
29827,12.169017
29827,10.155240
29827,12.582764
29827,10.727868
29827,12.955795
29827,15.567683
29827,17.125327
29827,11.849301
29827,10.826991
29827,9.355942
29827,19.625929
29827,13.025937
29827,12.676213
29827,11.776206
29827,11.982339
29827,15.648417
29827,13.148816
29827,10.310540
29827,16.860451
29827,12.561695
29827,14.092501
29827,17.668368
29827,15.258574
29827,11.965456
29827,16.061665
29827,9.281790
29827,11.024599
29827,13.919222
29827,14.711818
29827,16.916162
16308,5.433089
16308,4.278508
16308,4.965568
16308,4.376273
16308,5.008814
16308,5.357181
16308,4.009192
16308,5.308395
16308,3.924181
16308,4.831091
16308,4.827400
16308,3.801229
16308,3.725780
16308,4.563939
16308,3.905526
16308,3.587497
16308,5.749400
16308,4.321447
16308,4.610603
16308,4.809041
16308,4.506570
16308,3.674829
16308,3.848153
16308,5.004286
16308,4.407274
16308,4.232883
16308,5.446203
16308,3.983267
16308,5.131019
16308,6.039673
33604,16.900013
33604,13.971229
33604,19.348849
33604,19.389655
33604,18.633679
33604,18.058332
33604,18.411440
33604,18.362967
33604,16.474013
33604,14.758434
33604,20.526825
33604,16.794404
33604,17.892994
33604,16.829064
33604,15.867303
33604,18.883500
33604,17.526530
33604,13.403717
33604,18.030522
33604,20.465217
33604,16.072360
33604,13.780550
33604,18.755333
33604,15.700300
33604,19.778286
33604,14.656993
33604,13.540089
33604,20.224391
33604,15.668597
33604,19.153109
5491,0.364500
5491,0.376555
5491,0.406284
5491,0.377924
5491,0.492490
5491,0.368818
5491,0.363356
5491,0.379170
5491,0.335827
5491,0.321004
5491,0.354106
5491,0.345072
5491,0.335154
5491,0.344661
5491,0.358857
5491,0.349203
5491,0.370921
5491,0.377953
5491,0.577981
5491,0.656394
5491,0.374670
5491,0.394553
5491,0.364145
5491,0.348148
5491,0.522093
5491,0.579169
5491,0.342605
5491,0.549622
5491,0.368586
5491,0.447035
33164,10.249918
33164,13.540931
33164,13.843309
33164,10.627141
33164,7.554880
33164,11.782651
33164,9.453931
33164,11.785696
33164,14.527802
33164,12.474404
33164,14.006498
33164,11.625088
33164,7.970196
33164,10.047483
33164,12.588655
33164,7.160133
33164,13.380952
33164,12.184468
33164,10.712832
33164,12.765329
33164,11.433469
33164,13.828409
33164,10.111300
33164,8.822465
33164,9.744285
33164,8.279032
33164,10.564473
33164,8.783347
33164,17.955684
33164,9.900854
9728,1.278065
9728,1.434494
9728,1.256989
9728,1.209394
9728,1.561666
9728,1.391210
9728,1.453299
9728,1.217868
9728,1.468598
9728,1.024924
9728,1.213967
9728,1.086906
9728,1.080358
