set_id,scenario_id,topology_id,variant,trajectory_method,realization_id,value,ratio,status,runtime_s,variables,rows,nonzeros
v0,Agis-r0,Agis,ground_only,,0,16.881662450066614,0.42204156125166536,optimal,0.3300554550005472,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,1,16.881662450066614,0.42204156125166536,optimal,0.30592226000590017,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,2,16.881662450066614,0.42204156125166536,optimal,0.2968224959986401,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,3,16.881662450066614,0.42204156125166536,optimal,0.3188928589952411,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,4,16.881662450066614,0.42204156125166536,optimal,0.30221997699845815,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,5,16.881662450066614,0.42204156125166536,optimal,0.293611442000838,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,6,16.881662450066614,0.42204156125166536,optimal,0.24331536299723666,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,7,16.881662450066614,0.42204156125166536,optimal,0.26491897399682784,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,8,16.881662450066614,0.42204156125166536,optimal,0.251434113997675,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,9,16.881662450066614,0.42204156125166536,optimal,0.261547107998922,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,10,16.881662450066614,0.42204156125166536,optimal,0.27538476700283354,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,11,16.881662450066614,0.42204156125166536,optimal,0.5273566690011648,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,12,16.881662450066614,0.42204156125166536,optimal,0.2814052969988552,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,13,16.881662450066614,0.42204156125166536,optimal,0.5188312070022221,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,14,16.881662450066614,0.42204156125166536,optimal,0.48827269100002013,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,15,16.881662450066614,0.42204156125166536,optimal,0.3237108850007644,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,16,16.881662450066614,0.42204156125166536,optimal,0.250366706000932,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,17,16.881662450066614,0.42204156125166536,optimal,0.2516829050000524,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,18,16.881662450066614,0.42204156125166536,optimal,0.2604417550028302,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,19,16.881662450066614,0.42204156125166536,optimal,0.2566446979981265,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,20,16.881662450066614,0.42204156125166536,optimal,0.4998645870000473,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,21,16.881662450066614,0.42204156125166536,optimal,0.2760491790031665,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,22,16.881662450066614,0.42204156125166536,optimal,0.2507718409979134,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,23,16.881662450066614,0.42204156125166536,optimal,0.30361686299875146,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,24,16.881662450066614,0.42204156125166536,optimal,0.26433413800259586,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,25,16.881662450066614,0.42204156125166536,optimal,0.26026826199813513,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,26,16.881662450066614,0.42204156125166536,optimal,0.25992697200126713,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,27,16.881662450066614,0.42204156125166536,optimal,0.25407891999930143,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,28,16.881662450066614,0.42204156125166536,optimal,0.25629252600629115,8297,15645,45143
v0,Agis-r0,Agis,ground_only,,29,16.881662450066614,0.42204156125166536,optimal,0.25784756599750835,8297,15645,45143
v0,Agis-r0,Agis,trajectory,B1,0,23.105980938500966,0.5776495234625242,optimal,2.5213828190026106,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,1,24.021493621381943,0.6005373405345485,optimal,2.3836069370008772,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,2,24.864712341968826,0.6216178085492207,optimal,2.7483555389990215,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,3,22.717903091268667,0.5679475772817166,optimal,1.6977102549935807,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,4,23.458778707111453,0.5864694676777863,optimal,1.687648971004819,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,5,23.165218547568013,0.5791304636892003,optimal,1.7236746350026806,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,6,23.709346966121824,0.5927336741530456,optimal,1.8705376709986012,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,7,23.43459062426613,0.5858647656066532,optimal,1.7664728809977532,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,8,23.8406568999984,0.59601642249996,optimal,2.083641486999113,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,9,23.541532041140552,0.5885383010285138,optimal,1.8200146890012547,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,10,23.918843721195636,0.5979710930298909,optimal,1.7542059639963554,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,11,23.646822005595276,0.5911705501398818,optimal,2.5850871199945686,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,12,23.769422746540023,0.5942355686635006,optimal,1.7032030359987402,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,13,22.801870982994124,0.5700467745748531,optimal,1.700042108001071,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,14,23.303217422414548,0.5825804355603637,optimal,1.6729201389971422,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,15,23.77027988307148,0.594256997076787,optimal,1.6574202929987223,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,16,23.82696620687393,0.5956741551718483,optimal,1.7711021499999333,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,17,23.013807533721533,0.5753451883430383,optimal,1.8116986460008775,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,18,23.273780486393466,0.5818445121598367,optimal,1.6638018939993344,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,19,22.99822226227469,0.5749555565568673,optimal,2.162186101995758,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,20,23.314721623423186,0.5828680405855796,optimal,1.7457659399951808,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,21,23.887130364715635,0.5971782591178909,optimal,2.311006472998997,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,22,24.44957514861014,0.6112393787152535,optimal,2.1216882199951215,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,23,23.522228001710893,0.5880557000427723,optimal,2.461622871000145,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,24,24.104876858025577,0.6026219214506394,optimal,1.78996031099814,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,25,22.6324178426658,0.565810446066645,optimal,1.744555268996919,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,26,22.668517391201068,0.5667129347800267,optimal,1.7067479709949112,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,27,24.13421655703498,0.6033554139258744,optimal,1.7808157469989965,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,28,22.775940090808696,0.5693985022702174,optimal,1.7426643270009663,32479,55987,207334
v0,Agis-r0,Agis,trajectory,B1,29,23.063979964038626,0.5765994991009656,optimal,1.703020696004387,32479,55987,207334
v0,Agis-r1,Agis,ground_only,,0,13.071240120074556,0.3267810030018639,optimal,0.13801918000535807,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,1,13.071240120074556,0.3267810030018639,optimal,0.1737970849935664,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,2,13.071240120074556,0.3267810030018639,optimal,0.14068430099723628,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,3,13.071240120074556,0.3267810030018639,optimal,0.19769198299763957,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,4,13.071240120074556,0.3267810030018639,optimal,0.15174263500375673,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,5,13.071240120074556,0.3267810030018639,optimal,0.19281871899875114,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,6,13.071240120074556,0.3267810030018639,optimal,0.19704723600443685,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,7,13.071240120074556,0.3267810030018639,optimal,0.14921809299994493,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,8,13.071240120074556,0.3267810030018639,optimal,0.15116497599956347,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,9,13.071240120074556,0.3267810030018639,optimal,0.23734181199688464,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,10,13.071240120074556,0.3267810030018639,optimal,0.25452870900335256,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,11,13.071240120074556,0.3267810030018639,optimal,0.1805641570026637,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,12,13.071240120074556,0.3267810030018639,optimal,0.24214860000211047,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,13,13.071240120074556,0.3267810030018639,optimal,0.19158617300126934,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,14,13.071240120074556,0.3267810030018639,optimal,0.16904299599991646,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,15,13.071240120074556,0.3267810030018639,optimal,0.15669048800191376,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,16,13.071240120074556,0.3267810030018639,optimal,0.14931142799468944,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,17,13.071240120074556,0.3267810030018639,optimal,0.2028543280030135,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,18,13.071240120074556,0.3267810030018639,optimal,0.16132804199878592,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,19,13.071240120074556,0.3267810030018639,optimal,0.2105197440032498,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,20,13.071240120074556,0.3267810030018639,optimal,0.1956127480007126,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,21,13.071240120074556,0.3267810030018639,optimal,0.14983495399792446,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,22,13.071240120074556,0.3267810030018639,optimal,0.20135850999940885,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,23,13.071240120074556,0.3267810030018639,optimal,0.1430779980000807,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,24,13.071240120074556,0.3267810030018639,optimal,0.15333087999897543,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,25,13.071240120074556,0.3267810030018639,optimal,0.14530639800068457,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,26,13.071240120074556,0.3267810030018639,optimal,0.1571074099992984,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,27,13.071240120074556,0.3267810030018639,optimal,0.15052644800016424,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,28,13.071240120074556,0.3267810030018639,optimal,0.14221628400264308,5161,10805,28851
v0,Agis-r1,Agis,ground_only,,29,13.071240120074556,0.3267810030018639,optimal,0.15126766199682606,5161,10805,28851
v0,Agis-r1,Agis,trajectory,B1,0,25.583888653938757,0.6395972163484689,optimal,4.490849879002781,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,1,25.405479418870097,0.6351369854717525,optimal,3.187277825003548,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,2,27.310752948482655,0.6827688237120664,optimal,3.8720323070010636,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,3,25.21351631881608,0.630337907970402,optimal,4.089162117001251,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,4,24.912870538475143,0.6228217634618786,optimal,3.0901997889959603,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,5,25.28064369651544,0.632016092412886,optimal,4.0886656240036245,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,6,25.915460658697942,0.6478865164674485,optimal,3.3712221769965254,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,7,24.89661730491099,0.6224154326227748,optimal,3.1180864150010166,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,8,24.701959901823432,0.6175489975455858,optimal,3.0087238769992837,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,9,25.136823518324515,0.6284205879581128,optimal,3.542394226999022,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,10,25.43666071503741,0.6359165178759352,optimal,3.012064921000274,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,11,24.447292009236097,0.6111823002309025,optimal,3.0801166080054827,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,12,26.980347390312364,0.6745086847578091,optimal,3.392676189003396,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,13,24.388937516786783,0.6097234379196695,optimal,3.112143414997263,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,14,25.92775429062808,0.648193857265702,optimal,3.22372930200072,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,15,27.48040954139865,0.6870102385349662,optimal,3.23153947499668,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,16,25.83985294574981,0.6459963236437453,optimal,3.37482350999926,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,17,24.2794755649178,0.606986889122945,optimal,3.2843354960059514,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,18,20.843592878559935,0.5210898219639983,optimal,2.854876367993711,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,19,26.979949462739274,0.6744987365684818,optimal,3.7827722970032482,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,20,26.3720733709866,0.659301834274665,optimal,3.2837077930016676,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,21,27.43376103277047,0.6858440258192617,optimal,3.2315122009968036,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,22,25.248762045414395,0.6312190511353599,optimal,3.4133924289999413,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,23,23.66037016023449,0.5915092540058622,optimal,3.9026779949999764,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,24,25.71103849707399,0.6427759624268498,optimal,3.1581724520001444,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,25,25.54588395629909,0.6386470989074773,optimal,3.155873885996698,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,26,27.200323335883294,0.6800080833970823,optimal,3.4360906399961095,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,27,26.37508967103582,0.6593772417758955,optimal,3.214993813999172,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,28,25.07917903090917,0.6269794757727293,optimal,3.2571149569994304,43094,68477,252195
v0,Agis-r1,Agis,trajectory,B1,29,24.227430735678706,0.6056857683919676,optimal,3.3004558230022667,43094,68477,252195
v0,Agis-r2,Agis,ground_only,,0,38.50618939192367,0.9626547347980917,optimal,1.2009991459999583,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,1,38.50618939192367,0.9626547347980917,optimal,1.0355950439989101,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,2,38.50618939192367,0.9626547347980917,optimal,1.0532874059936148,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,3,38.50618939192367,0.9626547347980917,optimal,1.2926453339969157,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,4,38.50618939192367,0.9626547347980917,optimal,1.4274801349965855,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,5,38.50618939192367,0.9626547347980917,optimal,1.121998380003788,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,6,38.50618939192367,0.9626547347980917,optimal,1.1145154289988568,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,7,38.50618939192367,0.9626547347980917,optimal,1.2649623260003864,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,8,38.50618939192367,0.9626547347980917,optimal,1.1890263789973687,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,9,38.50618939192367,0.9626547347980917,optimal,1.3215928380013793,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,10,38.50618939192367,0.9626547347980917,optimal,1.030849656999635,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,11,38.50618939192367,0.9626547347980917,optimal,1.040828942997905,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,12,38.50618939192367,0.9626547347980917,optimal,1.1454016600036994,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,13,38.50618939192367,0.9626547347980917,optimal,1.054166701003851,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,14,38.50618939192367,0.9626547347980917,optimal,1.1219553560003988,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,15,38.50618939192367,0.9626547347980917,optimal,1.064879834993917,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,16,38.50618939192367,0.9626547347980917,optimal,1.4019100060031633,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,17,38.50618939192367,0.9626547347980917,optimal,1.0567589119964396,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,18,38.50618939192367,0.9626547347980917,optimal,1.2584981759937364,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,19,38.50618939192367,0.9626547347980917,optimal,1.1584106880036416,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,20,38.50618939192367,0.9626547347980917,optimal,1.2506599699991057,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,21,38.50618939192367,0.9626547347980917,optimal,1.1706260169958114,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,22,38.50618939192367,0.9626547347980917,optimal,1.1432823880022625,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,23,38.50618939192367,0.9626547347980917,optimal,1.3575669120036764,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,24,38.50618939192367,0.9626547347980917,optimal,1.227537366998149,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,25,38.50618939192367,0.9626547347980917,optimal,1.4481350550049683,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,26,38.50618939192367,0.9626547347980917,optimal,1.3386748180055292,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,27,38.50618939192367,0.9626547347980917,optimal,1.2368137090015807,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,28,38.50618939192367,0.9626547347980917,optimal,1.2152645960013615,21843,38181,113027
v0,Agis-r2,Agis,ground_only,,29,38.50618939192367,0.9626547347980917,optimal,1.177432021999266,21843,38181,113027
v0,Agis-r2,Agis,trajectory,B1,0,39.507248833023944,0.9876812208255986,optimal,2.4273755220056046,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,1,39.51652359981428,0.987913089995357,optimal,2.5639883620024193,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,2,39.506352257979394,0.9876588064494849,optimal,2.5608272870013025,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,3,39.50729919139533,0.9876824797848833,optimal,2.2667062479958986,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,4,39.50705512717551,0.9876763781793878,optimal,2.289090453006793,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,5,39.507268098903005,0.9876817024725751,optimal,2.6342897720023757,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,6,39.5066615184697,0.9876665379617424,optimal,2.3259385199999087,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,7,39.507238534994315,0.9876809633748579,optimal,2.9790348789974814,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,8,39.507205397814886,0.9876801349453721,optimal,2.491145451000193,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,9,39.50681592554669,0.9876703981386672,optimal,2.8114291099991533,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,10,39.50595274501116,0.987648818625279,optimal,2.5757427110002027,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,11,39.506979174350825,0.9876744793587706,optimal,2.4600697010027943,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,12,39.515486444104255,0.9878871611026063,optimal,2.1656191389993182,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,13,39.50733216813981,0.9876833042034953,optimal,2.4513473929982865,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,14,39.506703627226536,0.9876675906806633,optimal,2.3024126840027748,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,15,39.51519135359847,0.9878797838399617,optimal,2.1893835200025933,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,16,39.50731847564052,0.9876829618910129,optimal,2.3424410759980674,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,17,39.50737365918839,0.9876843414797097,optimal,2.1991302910028026,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,18,39.50716401036816,0.9876791002592039,optimal,2.45844998100074,39285,70295,220184
v0,Agis-r2,Agis,trajectory,B1,19,39.50734618063643,0.9876836545159108,optimal,2.16306942999654,39285,70295,220184
