set_id,scenario_id,topology_id,variant,trajectory_method,realization_id,value,ratio,status,runtime_s,variables,rows,nonzeros
sens-alerts20,Belnet2008-r0,Belnet2008,trajectory,B1,25,16.12441738274095,0.8062208691370476,optimal,0.631037009996362,17440,38166,111120
sens-alerts20,Belnet2008-r0,Belnet2008,trajectory,B1,26,16.593259064277877,0.8296629532138938,optimal,0.70213761398918,17440,38166,111120
sens-alerts20,Belnet2008-r0,Belnet2008,trajectory,B1,27,16.789962304539035,0.8394981152269517,optimal,0.8298988380120136,17440,38166,111120
sens-alerts20,Belnet2008-r0,Belnet2008,trajectory,B1,28,16.07488307431894,0.803744153715947,optimal,0.6300454509910196,17440,38166,111120
sens-alerts20,Belnet2008-r0,Belnet2008,trajectory,B1,29,16.400156153001063,0.8200078076500532,optimal,0.6376105470117182,17440,38166,111120
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,0,14.65307023359913,0.7326535116799565,optimal,0.6925429569964763,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,1,14.031849962158995,0.7015924981079498,optimal,0.7194631879974622,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,2,14.533960384011486,0.7266980192005743,optimal,0.7008493739995174,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,3,14.32945012217328,0.7164725061086641,optimal,0.7713398420019075,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,4,14.519874295566755,0.7259937147783377,optimal,0.6669131219969131,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,5,14.158206823101429,0.7079103411550715,optimal,0.6834937170206103,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,6,13.891235666872834,0.6945617833436417,optimal,0.8194784850056749,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,7,13.85320007236134,0.692660003618067,optimal,0.7474006190022919,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,8,13.910682574368316,0.6955341287184158,optimal,0.694363668008009,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,9,14.384632930717938,0.7192316465358969,optimal,0.7402923429908697,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,10,13.631233676700928,0.6815616838350465,optimal,0.6673060919856653,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,11,13.812695986880613,0.6906347993440306,optimal,0.8198365200078115,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,12,13.829415973062186,0.6914707986531093,optimal,0.6952669559977949,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,13,14.662062954901442,0.7331031477450721,optimal,0.6881216669862624,19873,35768,119625
